No.,Word,Valence_Mean,Valence_SD,Arousal_Mean,Arousal_SD,Frequency
5081,仓皇失措,3.9,0.548,7,2.345,0
5166,凶险,2.5,1.225,7,1.414,0
3062,爆破,4.2,1.47,7.1,1.114,9
3133,爆炸物,4,1.095,7.1,0.663,0
3210,意气风发,6.9,0.917,7.1,1.356,8
3432,乐此不疲,7.1,1.625,7.1,0.583,19
3510,满面春风,7.6,0.583,7.1,0.663,0
3589,绚烂夺目,7.2,1.095,7.1,1.194,0
3590,发疯,3.2,1.095,7.1,1.245,15
3665,开怀,6.5,0.5,7.1,0.742,10
3780,精采,8.5,0.707,7.1,1.597,101
3800,数一数二,7.1,1.245,7.1,1.084,13
3865,蝉联,7.8,1.304,7.1,0.894,21
3921,臭死,1.6,0.652,7.1,1.342,0
4033,百发百中,7.6,1.194,7.1,1.517,0
4151,香喷喷,7.2,0.837,7.1,0.894,21
4212,风情万种,7.5,0.866,7.1,1.14,4
4218,大手笔 ,6.1,0.894,7.1,0.742,13
4244,超值 ,8.2,0.57,7.1,0.822,5
4559,惴惴不安,3.1,0.742,7.1,0.894,0
4613,强词夺理,3,0.707,7.1,1.14,0
4619,炮击,2.4,1.14,7.1,1.517,0
4710,乱哄哄,3.9,0.742,7.1,1.517,0
5113,忿怒,2.3,0.671,7.1,1.949,15
5152,狗男女,1.5,0.5,7.1,1.949,0
5226,气冲冲,3.5,0.5,7.1,1.14,8
5266,痛打,3.4,0.418,7.1,1.432,0
1,不可思议,5.4,1.02,7.2,1.327,80
19,不爽,2.8,1.166,7.2,0.4,0
37,耶,7.2,1.166,7.2,1.166,229
62,失败,2.2,1.166,7.2,1.166,323
108,白目,2.2,0.748,7.2,1.166,0
121,贱,2.2,0.98,7.2,1.166,32
131,仇人,2.2,0.4,7.2,0.98,10
183,驳斥,2.8,0.748,7.2,0.4,11
210,谴责,3,0.632,7.2,0.4,47
250,凶,2.8,1.166,7.2,0.98,18
276,心痛,2.6,1.02,7.2,0.98,29
284,火热,6.4,1.2,7.2,1.166,14
294,可耻,2.4,1.02,7.2,0.98,14
297,可恶,2.4,0.8,7.2,1.166,44
300,可憎,2.4,0.8,7.2,1.166,4
342,凶,3.4,0.8,7.2,0.748,58
384,死刑,2.4,1.02,7.2,1.327,37
390,污秽,2.4,1.2,7.2,0.98,15
392,百感交集,3.4,1.02,7.2,0.98,6
465,抗争,3.4,1.2,7.2,0.748,101
549,抨击,2.8,0.748,7.2,0.748,60
594,侵害,2.4,0.49,7.2,0.748,142
637,怒,2.4,1.02,7.2,0.98,68
651,恨,2.4,0.8,7.2,0.98,108
710,重大,4.8,0.4,7.2,0.748,450
711,重担,3.8,0.748,7.2,0.4,29
807,胁迫,2.6,0.49,7.2,0.4,20
815,荒谬,2.6,1.02,7.2,0.748,68
910,爽,7.2,0.748,7.2,0.748,46
949,羞愧,2.8,0.748,7.2,0.748,0
983,胜利,7.8,0.748,7.2,1.166,174
1162,惹恼,3,0.894,7.2,0.4,0
1172,感激,6.8,0.748,7.2,0.748,129
1181,损坏,2.6,0.49,7.2,0.748,53
1182,搏斗,3.2,0.748,7.2,0.748,33
1212,烦乱,3,0.632,7.2,1.166,0
1265,厌恶,2.6,0.49,7.2,0.4,38
1272,对抗,4,0.632,7.2,0.4,137
1277,摧毁,2.8,0.4,7.2,0.4,70
1304,紧绷,3.8,0.748,7.2,0.748,23
1324,酷爱,8,0.894,7.2,2.135,7
1347,庆功,7,1.095,7.2,1.166,0
1415,冲击,3.2,0.748,7.2,0.98,283
1437,战争,3,0.894,7.2,1.166,673
1440,战乱,3,0.894,7.2,0.748,35
1467,兴奋,7.4,0.49,7.2,0.4,233
1505,压迫,2.8,0.748,7.2,1.166,140
1513,获胜,7.8,0.748,7.2,1.327,69
1518,糟蹋,2.4,0.49,7.2,1.72,12
1520,绷紧,4.2,0.748,7.2,0.98,7
1530,艰巨,3.2,1.166,7.2,0.748,21
1532,艰涩,3.2,0.98,7.2,1.327,7
1533,艰难,3.2,0.98,7.2,0.748,69
1544,糟蹋,2.6,0.8,7.2,1.166,0
1571,难熬,2.6,0.49,7.2,0.748,7
1590,惧怕,2.6,0.8,7.2,0.748,29
1602,欢呼,7.2,0.748,7.2,0.748,39
1625,惊异,3.8,0.748,7.2,0.4,25
1626,惊讶,5,0,7.2,1.327,135
1631,惊疑,4,0.632,7.2,0.748,0
1649,赞叹,7.6,0.49,7.2,0.4,28
1650,赞叹,7.6,0.49,7.2,0.4,23
2361,杀害,2,0.63,7.2,0.75,78
2439,杀人,1.8,0.75,7.2,1.33,23
2494,强暴,2,0.89,7.2,1.33,49
2514,屠杀,2.2,0.4,7.2,1.17,31
2669,大屠杀,1.8,0.75,7.2,0.98,23
3016,乐不可支,7.4,0.8,7.2,1.327,0
3174,第一流,8.4,0.8,7.2,1.166,13
3212,无懈可击,7.9,0.663,7.2,1.47,0
3248,奇迹,7.4,1.2,7.2,0.927,23
3447,高高兴兴,7.8,0.51,7.2,0.748,24
3526,心花怒放,7.2,0.678,7.2,0.927,0
3579,发病,2.9,0.894,7.2,1.095,38
3580,病发,2.9,0.894,7.2,1.095,8
3624,强有力,7.3,0.837,7.2,1.351,21
3625,强而有力,7.3,0.837,7.2,1.351,16
3860,耐不住,3.6,1.14,7.2,0.57,0
4186,大吉,8.9,0.224,7.2,1.304,0
4243,物超所值 ,8.4,0.652,7.2,1.304,5
4292,大失所望,2,1,7.2,0.671,9
4348,忙碌,5.3,0.671,7.2,1.304,151
4716,砍头,1.6,0.894,7.2,1.789,4
4967,吵闹,3.5,1,7.2,1.483,29
4968,吵吵闹闹,3.5,1,7.2,1.483,8
5040,恨你,2.7,1.304,7.2,1.483,0
5144,心惊肉跳,3.3,1.204,7.2,1.483,9
5170,深仇大恨,1.6,0.652,7.2,1.643,0
5177,怒气冲冲,3.5,0.707,7.2,1.643,6
3064,暴风雨,3.7,0.98,7.3,1.077,10
3206,痛快,6.4,1.068,7.3,0.6,40
3263,豁然开朗,7,0.548,7.3,0.6,9
3446,兴致勃勃,7.6,0.49,7.3,0.678,21
3551,得不偿失,2.4,0.894,7.3,1.304,21
3655,无与伦比,7.8,1.304,7.3,1.255,7
3797,厉害,7.3,0.671,7.3,1.037,198
3807,激挺,6.5,1.118,7.3,1.304,0
3830,难受,2,1.225,7.3,1.304,33
3948,霸道,3,1.275,7.3,1.565,17
3992,大名鼎鼎,7.8,1.095,7.3,0.837,11
4142,果决,8,0.707,7.3,1.204,4
4174,后悔莫及,2.4,0.894,7.3,0.671,7
4219,卖座 ,7.9,0.822,7.3,0.671,18
4241,拔得头筹 ,7.8,0.57,7.3,1.151,0
4321,失灵,3.3,0.447,7.3,1.396,23
4344,如火如荼,5.9,0.894,7.3,1.483,23
4600,卖国贼,1.7,0.671,7.3,1.204,0
4603,泼妇,2.2,0.837,7.3,1.304,0
4689,婊子,1.4,0.548,7.3,1.396,0
4742,嚎啕大哭,3.5,1.414,7.3,1.681,0
5002,绞死,1.3,0.447,7.3,1.483,0
5184,憎恶,1.7,0.671,7.3,1.483,4
5200,乘胜追击,6.8,1.304,7.3,1.204,6
5227,欢跃,7.3,0.671,7.3,1.483,0
5241,痛恨,2.1,1.025,7.3,1.718,25
5295,闹大,3.8,0.57,7.3,0.975,0
109,白痴,2.2,0.748,7.4,1.02,5
110,呸,2.4,0.8,7.4,1.02,5
111,垃圾,2.2,0.748,7.4,1.02,532
166,斗争,3,0.632,7.4,0.49,156
173,诅咒,2.2,0.98,7.4,1.02,14
186,嘲骂,2.6,0.8,7.4,0.8,0
187,嘲讽,2.6,0.49,7.4,0.8,34
223,人心惶惶,2.6,1.02,7.4,1.02,15
278,心烦意乱,3,0.632,7.4,0.49,4
299,可鄙,2.4,0.8,7.4,0.8,0
333,目瞪口呆,5,0,7.4,1.356,20
340,交战,4,0.632,7.4,0.8,18
389,死对头,2.6,1.356,7.4,1.02,6
416,作呕,2.6,1.02,7.4,1.02,4
470,攻击,3.6,1.02,7.4,1.2,341
502,受不了,3,0.632,7.4,0.8,100
521,咒骂,2.4,0.49,7.4,0.49,16
611,冠军,8,0,7.4,0.49,245
624,哀号,2,0,7.4,0.49,7
631,威胁,3,0.632,7.4,0.49,195
642,怒色,2.8,0.4,7.4,1.02,0
677,狠心,2.4,0.49,7.4,0.49,12
705,虐待,2.2,0.4,7.4,0.8,55
709,迫害,2.2,0.748,7.4,0.49,50
728,哭闹,2.8,0.748,7.4,0.49,14
744,恐吓,2.4,0.8,7.4,0.8,125
751,悔恨,2.8,1.166,7.4,0.49,11
867,强迫,2.8,0.748,7.4,0.8,109
884,挣扎,3.2,1.166,7.4,0.8,136
947,羞耻,2.6,1.02,7.4,0.8,22
959,贫贱,2.4,0.49,7.4,0.49,0
1047,恶毒,2,0.632,7.4,0.49,6
1049,恶耗,2,0.894,7.4,0.49,0
1140,伤亡,2.2,0.4,7.4,1.02,31
1197,毁谤,2.6,0.49,7.4,0.49,17
1233,万念俱灰,1.4,0.49,7.4,1.356,4
1428,震颤,3.2,0.748,7.4,0.8,0
1429,震惊,3.6,1.356,7.4,1.02,66
1439,战胜,7.4,1.02,7.4,1.02,35
1456,激情,5.4,0.49,7.4,0.49,40
1469,褫夺,2.6,0.8,7.4,0.49,4
1471,亲吻,7.2,0.4,7.4,1.356,16
1536,谢天谢地,7.4,0.49,7.4,0.8,7
1579,严厉,3.8,1.166,7.4,0.49,68
1584,触怒,2.8,0.748,7.4,0.49,5
1621,惊奇,6.2,0.748,7.4,0.8,58
1627,惊喜,7.2,0.748,7.4,0.49,55
1628,惊愕,3.6,0.49,7.4,0.49,0
3548,精神百倍,7.5,0.894,7.4,0.735,0
3602,慌张,2.6,0.548,7.4,1.194,22
3667,黄袍加身,7.6,1.194,7.4,1.342,0
3811,吓歪,2.9,1.025,7.4,1.517,0
4019,闪亮,7.6,0.894,7.4,1.342,21
4020,闪闪亮亮,7.6,0.894,7.4,1.342,0
4021,闪闪发光,7.6,0.894,7.4,1.342,20
4022,闪闪发亮,7.6,0.894,7.4,1.342,0
4023,闪耀,7.6,0.548,7.4,1.14,16
4085,特强,8.2,0.837,7.4,0.962,4
4117,相见欢,7.7,0.975,7.4,1.194,0
4122,一扫而空,6.8,1.095,7.4,1.194,7
4156,走火入魔,2.6,0.962,7.4,1.14,16
4208,停电,3.8,0.908,7.4,1.517,34
4387,来势汹汹,5.5,0.5,7.4,0.822,15
4447,慌慌张张,2.6,0.548,7.4,1.194,9
4536,惨烈,3.5,1,7.4,0.894,17
4698,抖颤,3.5,0.866,7.4,1.817,6
4722,闹鬼,2.4,1.342,7.4,1.673,5
5027,狂骂,2.8,0.837,7.4,1.949,0
2846,拼命,5.2,0.98,7.5,1.342,66
3044,夺取,2.4,0.583,7.5,1,13
3056,威吓,2.7,0.872,7.5,1,9
3352,杀戮,1.6,0.583,7.5,1.183,0
3538,战无不胜,7.9,0.8,7.5,0.447,0
3813,翻车,2.2,0.758,7.5,1.414,0
3817,超速,3.2,1.304,7.5,1.5,12
4047,讨人厌,1.4,0.548,7.5,1.225,0
4091,大开眼界,7.8,0.908,7.5,1.173,14
4265,美呆 ,7.7,0.837,7.5,0.935,0
4309,火红,7.4,0.418,7.5,1.414,8
4368,完封,8.2,1.037,7.5,1.225,6
4381,走火,2.6,0.652,7.5,1.225,6
4446,惹人厌,1.4,0.548,7.5,1.225,0
4468,讨人嫌,1.4,0.548,7.5,1.225,0
4469,顾人怨,1.4,0.548,7.5,1.225,0
4470,惹人嫌,1.4,0.548,7.5,1.225,0
4523,不屈服,5.8,1.095,7.5,1.118,0
4955,狂热者,4.7,0.447,7.5,1,0
4956,狂热分子,4.7,0.447,7.5,1,0
4978,暴虐,2,0.707,7.5,1,7
105,下流,2.2,0.748,7.6,1.2,7
114,狗屁,2.4,1.02,7.6,1.02,4
118,妈的,2.2,0.748,7.6,1.02,0
120,该死,2.6,1.02,7.6,1.2,10
133,仇敌,2,0.632,7.6,1.02,0
138,打架,2.6,0.49,7.6,0.49,76
145,批评,3.2,0.748,7.6,0.49,242
158,侮辱,2.4,1.02,7.6,0.8,53
246,仇视,2,0.632,7.6,1.02,0
315,打仗,3,0.894,7.6,0.49,44
430,吻,7.2,0.98,7.6,0.8,34
590,非礼,2.2,0.4,7.6,0.49,7
610,冒险,4.8,0.98,7.6,0.49,77
625,哀恸,1.8,0.4,7.6,0.49,0
639,怒火,2.4,0.49,7.6,0.8,10
656,拷打,2.6,0.8,7.6,0.49,0
658,拼命,5.2,0.98,7.6,0.49,58
672,活跃,6.4,0.8,7.6,0.8,66
696,胡扯,3,0.632,7.6,0.49,8
893,败坏,2.6,1.02,7.6,0.8,22
963,贪污,1.8,0.748,7.6,1.497,0
991,喜出望外,7.8,0.748,7.6,0.49,9
1010,丧胆,2.8,0.748,7.6,1.02,0
1013,报复,2.2,0.748,7.6,1.02,36
1024,复仇,2.2,0.4,7.6,0.49,22
1051,恶斗,2.6,0.49,7.6,0.8,0
1196,毁灭,2.8,0.4,7.6,1.02,56
1217,烦躁,3.2,0.4,7.6,1.2,16
1218,痴狂,4,0.894,7.6,0.49,0
1229,罪孽,2,0.632,7.6,0.49,0
1232,义愤,3.2,1.166,7.6,0.49,0
1234,万岁,7.6,0.8,7.6,0.8,38
1302,精彩,7.6,0.49,7.6,0.49,97
1361,愤,2.6,1.02,7.6,1.02,25
1386,叹为观止,6.6,1.2,7.6,1.02,8
1390,热烈,6.4,0.8,7.6,0.49,252
1394,热泪盈眶,5,0,7.6,0.49,0
1418,贱民,2.2,0.748,7.6,0.8,0
1478,蹂躏,2.2,0.4,7.6,0.49,20
1525,胆战心惊,2.8,0.748,7.6,0.49,6
1535,亵渎,2.4,1.02,7.6,1.02,4
1562,爆发,4.2,0.748,7.6,0.8,220
1576,严峻,3,0.894,7.6,0.49,12
1578,严酷,2.8,1.166,7.6,1.2,14
1618,惊人,4.8,0.4,7.6,0.8,191
1619,惊心,4.6,0.49,7.6,1.02,5
1629,惊慌,3.2,0.748,7.6,0.49,29
1630,惊叹,5.4,1.356,7.6,0.8,25
1632,惊叹,5,1.095,7.6,1.02,10
1633,惊险,4,1.265,7.6,0.49,28
1653,贪污,1.8,1.166,7.6,1.744,63
2805,紧迫,4.3,0.6,7.6,0.8,24
3065,大乱,3.2,0.748,7.6,0.49,21
3595,超人,7.4,1.14,7.6,1.14,22
3695,万众瞩目,8.7,0.447,7.6,1.14,0
3904,惊艳,6.7,0.447,7.6,0.652,11
3905,惊艳,6.7,0.447,7.6,0.652,5
3919,荣获,7.5,0.5,7.6,0.894,75
3975,震撼,5.3,1.789,7.6,0.822,79
3978,伤透,2.6,0.418,7.6,1.517,7
3991,一气呵成,7.4,1.14,7.6,1.14,8
4016,高超,7.6,0.548,7.6,0.894,26
4030,手忙脚乱,2.1,0.894,7.6,1.342,14
4057,叫座,8.5,1.118,7.6,0.418,18
4253,炫爆 ,7.2,0.908,7.6,0.894,0
4316,叫好,7.4,1.194,7.6,0.418,39
4361,血淋淋,2.4,0.822,7.6,1.14,16
4363,吵杂,3.5,0.707,7.6,1.294,16
4376,灼热,3.7,1.44,7.6,1.14,7
4448,烦燥,3.2,0.4,7.6,1.2,0
4450,嘈杂,3.5,0.707,7.6,1.294,26
4451,嘈杂声,3.5,0.707,7.6,1.294,0
4452,吵杂声,3.5,0.707,7.6,1.294,4
4522,寻仇,2.9,0.742,7.6,0.548,0
4609,当头棒喝,5.9,1.342,7.6,1.517,11
4741,尖叫,4.1,1.342,7.6,1.387,18
4802,诸事顺心,6.7,0.577,7.6,1.155,0
5021,发脾气,3.1,1.342,7.6,1.14,50
5095,滚远点,3,0.707,7.6,1.14,0
5212,气死,2.4,1.084,7.6,0.962,24
5213,气死人,2.4,1.084,7.6,0.962,0
3134,暴发,3.9,1.114,7.7,0.4,0
3500,痴狂,5.7,1.249,7.7,0.51,0
3722,称霸,7.3,1.204,7.7,0.975,17
3910,出言不逊,3.1,0.962,7.7,0.975,0
3918,喜获,7.3,0.671,7.7,0.671,0
4123,大好,8.5,0.5,7.7,1.204,34
4150,重生,8.7,0.447,7.7,1.095,25
4215,起劲,7,0.707,7.7,0.837,26
4217,上榜 ,7.6,0.822,7.7,1.304,12
4494,气呼呼,2.8,0.57,7.7,0.975,8
4558,愤世嫉俗,2.1,0.742,7.7,0.447,0
5020,大哭,3.1,0.742,7.7,0.837,50
5299,轰动一时,5.9,1.245,7.7,1.204,8
115,淫妇,1.8,0.4,7.8,1.166,0
122,贱人,2,0.632,7.8,0.98,0
125,荡妇,1.8,0.748,7.8,0.98,0
132,仇恨,2.2,0.748,7.8,0.748,34
146,抗议,3.2,0.748,7.8,0.748,332
162,怨恨,2,0.632,7.8,0.4,26
221,七窍生烟,2.2,1.166,7.8,1.166,0
237,不顾一切,4.6,1.02,7.8,0.98,10
307,失控,2.4,1.02,7.8,0.748,37
349,吃惊,3.8,1.166,7.8,0.4,49
456,忘恩负义,1.8,1.166,7.8,0.98,5
505,受害,1.8,0.748,7.8,0.748,87
557,放肆,2.4,0.49,7.8,0.4,11
595,侵略,2.4,0.49,7.8,0.748,104
597,侵袭,2.6,0.49,7.8,0.4,41
615,叛乱,2.4,0.49,7.8,0.4,45
644,怒气,2.4,0.49,7.8,0.4,22
666,柔肠寸断,1.8,0.748,7.8,0.748,0
697,致命,2,0.632,7.8,0.748,48
726,哭喊,2.8,0.748,7.8,0.748,4
763,气急败坏,2.4,0.49,7.8,0.4,12
868,强烈,4.8,0.4,7.8,0.748,452
895,杀,1.6,1.2,7.8,1.166,423
898,泪流满面,2,0.894,7.8,0.748,0
948,羞辱,2,0.632,7.8,0.98,16
950,羞愤,2.2,0.4,7.8,0.4,0
972,造反,2.2,0.748,7.8,0.4,23
1036,悲愤,2.4,0.49,7.8,0.4,20
1048,恶狠狠,2.4,0.49,7.8,0.4,8
1069,残忍,2,0.632,7.8,0.748,39
1103,发狂,2.6,0.49,7.8,0.748,16
1188,极好,7.8,0.748,7.8,0.98,11
1294,疯,2.6,1.356,7.8,0.748,24
1370,暴力,2.2,0.4,7.8,0.4,207
1419,贱骨头,1.8,0.748,7.8,0.748,0
1454,激怒,2.6,0.49,7.8,0.4,7
1455,激动,4.8,0.4,7.8,0.748,127
1476,谋杀,1.6,0.49,7.8,0.748,25
1531,艰险,3,0.894,7.8,0.748,0
1600,欢天喜地,8.2,0.4,7.8,0.4,9
1620,惊呆,4.4,0.49,7.8,0.98,0
1623,惊恐,2.8,0.98,7.8,0.748,14
1624,惊悚,2.8,0.748,7.8,0.4,0
1634,惊骇,3.2,1.47,7.8,0.4,0
1635,惊吓,3,0.894,7.8,0.4,27
3095,撞死,1.7,0.6,7.8,0.748,8
3397,兴高采烈,8.3,0.4,7.8,0.4,30
3586,掌声如雷,8,0.935,7.8,1.304,0
3767,叹为观止,7.5,1,7.8,1.151,13
4126,大起大落,3.4,0.894,7.8,1.037,0
4185,一触即发,2.7,0.671,7.8,1.095,14
4188,毛燥,2.7,0.837,7.8,0.837,0
4189,毛躁,2.7,0.837,7.8,0.837,0
4251,封后 ,7.4,0.418,7.8,1.255,4
5220,猛砍,2.6,1.294,7.8,1.037,0
3087,火爆,3.1,0.663,7.9,0.917,13
3284,飞黄腾达,7.9,0.583,7.9,0.2,0
3564,得分,7.7,0.837,7.9,1.14,106
3598,开趴,6.9,1.14,7.9,1.14,0
3654,超凶,2.5,1.5,7.9,0.894,0
4103,水火不容,2.6,1.084,7.9,1.14,5
4143,风骚,3.9,1.245,7.9,1.245,22
4250,大吃一惊 ,4.8,0.447,7.9,1.14,34
4529,急忙,3.9,0.742,7.9,1.025,45
4530,急急忙忙,3.9,0.742,7.9,1.025,6
4685,浓烈,5.4,0.894,7.9,1.025,15
4971,大怒,2.9,1.342,7.9,1.245,22
116,混蛋,2,0.894,8,0.894,9
124,操,2,0.632,8,0.894,58
249,公愤,2.4,0.8,8,0.894,0
279,心碎,2.2,0.748,8,0.894,12
283,毛骨悚然,2.2,1.166,8,0.894,8
485,肝肠寸断,1.6,0.8,8,1.549,0
498,刺激,4.2,1.166,8,0.632,183
500,卑劣,2,0.632,8,0.632,0
504,受虐,1.8,0.4,8,0.632,11
514,咆啸,3.6,1.356,8,0.632,0
641,怒目,2.6,0.49,8,0.632,0
645,怒视,2.4,0.49,8,0.632,0
695,背叛,2,0.632,8,0.894,26
905,混帐,1.6,0.49,8,0.632,0
932,众怒,2,0.632,8,0.894,0
1012,报仇,2.8,1.166,8,0,22
1100,痛哭流涕,1.8,0.748,8,0.632,5
1104,发怒,2.4,0.49,8,0.894,11
1141,伤天害理,1.4,0.49,8,1.095,0
1372,暴躁,2.8,0.4,8,0.632,30
1583,触目惊心,2.6,0.8,8,0.632,8
1645,龌龊,2.2,0.98,8,0.632,0
1647,赞不绝口,8.2,0.4,8,0.632,12
3569,提心吊胆,2.9,0.962,8,0.935,13
3617,猝死,1,0,8,1.225,5
3638,痛心疾首,2.1,0.894,8,1.458,6
3759,超强,8,0.791,8,1,22
3869,激化,6,1.225,8,1.414,5
3902,变态,1.7,0.671,8,0.935,15
4003,心急,3,1,8,1.225,17
4028,大惊失色,2.7,1.204,8,0.791,5
4192,生龙活虎,7.4,0.962,8,0.707,6
4302,凶恶,2.4,0.894,8,1,0
4331,凶恶,2.4,0.894,8,1,9
4415,背叛者,2,0.632,8,0.894,0
4546,火冒三丈,2.5,1.118,8,1.225,16
4687,弄死,1.6,0.894,8,1.414,6
3149,救命,3.4,1.625,8.1,0.917,34
3297,惨痛,1.7,0.51,8.1,0.917,33
3298,惨败,1.7,0.51,8.1,0.917,10
3825,险胜,6.4,0.652,8.1,0.894,23
3994,天下无敌,8.8,0.447,8.1,0.224,0
4181,皆大欢喜,8.6,0.548,8.1,0.742,16
4369,技压群雄,8.4,0.652,8.1,0.894,0
4588,天打雷霹,2.1,1.14,8.1,1.342,0
4678,恼怒,1.6,0.894,8.1,1.245,7
123,贱货,1.8,0.748,8.2,0.748,0
245,仇杀,1.4,0.49,8.2,0.748,0
285,世仇,1.8,0.748,8.2,0.4,5
479,狂笑,8.2,0.4,8.2,0.4,5
501,卑鄙,1.8,0.748,8.2,0.748,4
616,咬牙切齿,2.2,0.748,8.2,0.4,12
894,欲绝,2,1.095,8.2,0.748,0
896,杀死,1.4,0.8,8.2,0.748,99
941,粗暴,2.2,0.4,8.2,0.4,24
1070,残酷,1.8,0.748,8.2,0.4,61
1323,酷刑,2,0.894,8.2,0.4,7
1336,剧烈,4.6,0.8,8.2,0.748,68
1427,震怒,2.4,0.49,8.2,0.748,12
3047,打死,1.8,0.748,8.2,0.748,61
3172,群情激愤,3,0.632,8.2,0.748,9
4182,皇天不负苦心人,8.5,0.5,8.2,0.447,0
4301,凶狠,2.2,1.095,8.2,0.908,7
4310,令人发指,1.9,1.245,8.2,0.908,0
4330,凶狠,2.2,1.095,8.2,0.908,10
4547,吵死,2.3,0.671,8.2,0.57,0
5057,溺死,2.3,0.975,8.2,0.837,0
5219,憎恨,1.8,0.837,8.2,0.758,20
3591,绞痛,3.1,1.14,8.3,0.975,4
4095,心惊胆跳,2.7,1.095,8.3,0.671,0
4096,心惊胆战,2.7,1.095,8.3,0.671,0
4097,心惊胆颤,2.7,1.095,8.3,0.671,0
4131,血流如注,1.8,0.908,8.3,0.975,0
4377,狂爆,3.6,1.636,8.3,1.095,0
4509,畜生,1.7,0.274,8.3,0.447,5
4719,狂爱,7.3,0.447,8.3,0.975,0
107,他妈的,1.4,0.49,8.4,0.8,19
866,强奸,1.4,0.8,8.4,0.8,15
916,猛烈,4.6,0.8,8.4,0.49,33
1000,喜极而泣,8.2,0.4,8.4,0.49,0
1034,悲恸,1.8,0.748,8.4,0.49,5
1098,痛不欲生,1.8,0.748,8.4,0.49,7
1371,暴怒,1.8,0.748,8.4,0.49,0
4581,心急如焚,3.4,0.894,8.4,0.548,0
4618,惨绝人寰,1,0,8.4,0.548,7
4713,滚蛋,1.6,0.894,8.4,0.894,0
5238,怒发冲冠,2.4,1.194,8.4,0.652,0
3961,惊为天人,8.3,0.447,8.5,0.5,0
4320,失火,2.2,0.837,8.5,0.866,14
5246,悲痛欲绝,1.5,0.5,8.5,0.707,0
106,王八蛋,1.4,0.49,8.6,0.49,0
478,狂怒,1.6,0.49,8.6,0.49,4
640,怒斥,2,0.632,8.6,0.49,0
871,强暴犯,1.4,0.8,8.6,0.8,0
928,盛怒,1.8,0.748,8.6,0.8,8
4080,气爆,2.3,1.204,8.6,0.894,0
4704,激愤,2.5,1.732,8.6,0.548,11
4714,人渣,1,0,8.6,0.894,0
4718,惊叫,3.2,1.037,8.6,0.894,18
4308,火大,2.2,0.758,8.7,0.671,4
4370,抓狂,2,1,8.7,0.447,8
83,干,1,0,8.8,0.4,199
480,狂喜,8.6,0.49,8.8,0.4,5
481,狂暴,1.8,0.748,8.8,0.4,0
482,狂热,4.6,1.356,8.8,0.4,39
483,狂躁,2.2,0.748,8.8,0.4,0
512,呼天抢地,1.8,0.748,8.8,0.4,5
643,怒吼,2,0.894,8.8,0.4,11
646,怒骂,1.8,0.748,8.8,0.4,0
1071,残暴,1.6,0.49,8.8,0.4,20
1223,罪大恶极,1.4,0.49,8.8,0.4,0
3848,惊天动地,6.3,0.975,8.8,0.447,14
4115,气炸,1.6,0.652,8.8,0.447,0
4697,伤痛欲绝,1.2,0.447,8.8,0.447,0
4056,大胜,9,0.447,8.9,0.224,13
4298,中奖,8.5,0.612,8.9,0.224,24
